src,dst,timestamp,date
712,1042,2004-05-18 14:56:18,2004-05-18
250,128,2004-05-18 15:01:18,2004-05-18
415,1121,2004-05-18 15:03:41,2004-05-18
697,487,2004-05-18 15:09:13,2004-05-18
598,1071,2004-05-18 15:13:16,2004-05-18
598,1070,2004-05-18 15:13:25,2004-05-18
32,638,2004-05-18 15:36:07,2004-05-18
67,1103,2004-05-18 15:36:30,2004-05-18
1127,654,2004-05-18 15:37:24,2004-05-18
679,453,2004-05-18 15:43:28,2004-05-18
67,343,2004-05-18 15:45:35,2004-05-18
749,173,2004-05-18 15:46:16,2004-05-18
1127,1137,2004-05-18 15:49:24,2004-05-18
1127,123,2004-05-18 15:51:51,2004-05-18
1127,971,2004-05-18 15:55:04,2004-05-18
1026,252,2004-05-18 15:57:47,2004-05-18
1127,405,2004-05-18 15:57:59,2004-05-18
1127,265,2004-05-18 15:59:25,2004-05-18
654,1127,2004-05-18 15:59:27,2004-05-18
209,598,2004-05-18 16:00:20,2004-05-18
337,605,2004-05-18 16:11:01,2004-05-18
1120,306,2004-05-18 16:16:01,2004-05-18
398,260,2004-05-18 16:16:35,2004-05-18
739,781,2004-05-18 16:25:23,2004-05-18
41,1041,2004-05-18 16:30:10,2004-05-18
1126,289,2004-05-18 16:30:29,2004-05-18
1070,598,2004-05-18 16:38:27,2004-05-18
454,777,2004-05-18 16:43:43,2004-05-18
317,679,2004-05-18 16:49:53,2004-05-18
67,1039,2004-05-18 16:50:06,2004-05-18
143,201,2004-05-18 16:51:34,2004-05-18
781,739,2004-05-18 16:59:54,2004-05-18
53,739,2004-05-18 17:02:02,2004-05-18
713,950,2004-05-18 17:03:36,2004-05-18
713,545,2004-05-18 17:04:59,2004-05-18
53,250,2004-05-18 17:07:33,2004-05-18
32,698,2004-05-18 17:09:25,2004-05-18
781,50,2004-05-18 17:11:21,2004-05-18
342,319,2004-05-18 17:16:10,2004-05-18
224,175,2004-05-18 17:16:46,2004-05-18
667,540,2004-05-18 17:23:35,2004-05-18
288,1162,2004-05-18 17:25:14,2004-05-18
224,862,2004-05-18 17:25:37,2004-05-18
1162,288,2004-05-18 17:26:10,2004-05-18
224,839,2004-05-18 17:27:07,2004-05-18
105,1033,2004-05-18 17:28:43,2004-05-18
440,1097,2004-05-18 17:30:07,2004-05-18
595,172,2004-05-18 17:31:17,2004-05-18
1162,27,2004-05-18 17:32:16,2004-05-18
1132,341,2004-05-18 17:32:21,2004-05-18
288,1162,2004-05-18 17:33:41,2004-05-18
527,19,2004-05-18 17:36:05,2004-05-18
1162,288,2004-05-18 17:36:22,2004-05-18
1162,27,2004-05-18 17:38:30,2004-05-18
990,969,2004-05-18 17:41:02,2004-05-18
36,525,2004-05-18 17:46:59,2004-05-18
36,1127,2004-05-18 17:47:20,2004-05-18
36,1033,2004-05-18 17:48:14,2004-05-18
483,193,2004-05-18 17:48:57,2004-05-18
483,42,2004-05-18 17:49:33,2004-05-18
626,586,2004-05-18 17:52:12,2004-05-18
586,626,2004-05-18 17:53:42,2004-05-18
626,590,2004-05-18 17:55:12,2004-05-18
50,781,2004-05-18 17:56:34,2004-05-18
586,626,2004-05-18 17:58:21,2004-05-18
586,626,2004-05-18 18:01:39,2004-05-18
814,603,2004-05-18 18:08:05,2004-05-18
950,1131,2004-05-18 18:10:23,2004-05-18
840,1031,2004-05-18 18:13:52,2004-05-18
498,495,2004-05-18 18:14:38,2004-05-18
840,176,2004-05-18 18:15:10,2004-05-18
498,378,2004-05-18 18:15:35,2004-05-18
431,840,2004-05-18 18:24:06,2004-05-18
68,495,2004-05-18 18:33:21,2004-05-18
181,495,2004-05-18 18:34:32,2004-05-18
605,181,2004-05-18 18:35:10,2004-05-18
431,605,2004-05-18 18:36:06,2004-05-18
431,605,2004-05-18 18:46:33,2004-05-18
590,1144,2004-05-18 18:48:56,2004-05-18
431,605,2004-05-18 18:49:45,2004-05-18
431,605,2004-05-18 18:49:57,2004-05-18
431,605,2004-05-18 18:51:08,2004-05-18
431,605,2004-05-18 18:51:24,2004-05-18
853,1034,2004-05-18 18:52:12,2004-05-18
431,605,2004-05-18 18:54:27,2004-05-18
498,495,2004-05-18 18:59:30,2004-05-18
463,469,2004-05-18 19:02:45,2004-05-18
758,712,2004-05-18 19:03:48,2004-05-18
463,469,2004-05-18 19:04:06,2004-05-18
758,1023,2004-05-18 19:04:16,2004-05-18
463,80,2004-05-18 19:04:22,2004-05-18
463,687,2004-05-18 19:05:02,2004-05-18
463,252,2004-05-18 19:05:28,2004-05-18
176,840,2004-05-18 19:16:47,2004-05-18
27,1162,2004-05-18 19:17:30,2004-05-18
598,1070,2004-05-18 19:18:16,2004-05-18
50,755,2004-05-18 19:24:28,2004-05-18
342,1039,2004-05-18 19:27:33,2004-05-18
396,378,2004-05-18 19:33:10,2004-05-18
9,177,2004-05-18 19:36:06,2004-05-18
509,1103,2004-05-18 19:38:42,2004-05-18
509,454,2004-05-18 19:39:08,2004-05-18
509,454,2004-05-18 19:39:21,2004-05-18
509,389,2004-05-18 19:39:45,2004-05-18
725,673,2004-05-18 19:40:26,2004-05-18
342,1039,2004-05-18 19:42:19,2004-05-18
783,1004,2004-05-18 19:44:14,2004-05-18
118,1070,2004-05-18 19:44:34,2004-05-18
67,938,2004-05-18 19:45:14,2004-05-18
67,1039,2004-05-18 19:46:57,2004-05-18
288,1162,2004-05-18 19:48:10,2004-05-18
342,1039,2004-05-18 19:49:59,2004-05-18
252,463,2004-05-18 20:00:42,2004-05-18
1031,840,2004-05-18 20:01:35,2004-05-18
1031,42,2004-05-18 20:02:16,2004-05-18
1031,840,2004-05-18 20:03:15,2004-05-18
477,317,2004-05-18 20:04:28,2004-05-18
509,1039,2004-05-18 20:05:19,2004-05-18
41,1163,2004-05-18 20:05:24,2004-05-18
323,73,2004-05-18 20:05:51,2004-05-18
540,667,2004-05-18 20:06:54,2004-05-18
323,1164,2004-05-18 20:07:17,2004-05-18
687,463,2004-05-18 20:07:26,2004-05-18
1163,41,2004-05-18 20:07:48,2004-05-18
679,317,2004-05-18 20:08:07,2004-05-18
41,1163,2004-05-18 20:08:20,2004-05-18
42,1031,2004-05-18 20:09:39,2004-05-18
41,1041,2004-05-18 20:09:47,2004-05-18
1163,41,2004-05-18 20:11:11,2004-05-18
67,1039,2004-05-18 20:11:23,2004-05-18
12,415,2004-05-18 20:16:52,2004-05-18
252,97,2004-05-18 20:21:27,2004-05-18
425,765,2004-05-18 20:23:12,2004-05-18
557,926,2004-05-18 20:24:29,2004-05-18
67,1039,2004-05-18 20:27:22,2004-05-18
67,1039,2004-05-18 20:31:38,2004-05-18
687,605,2004-05-18 20:32:06,2004-05-18
131,314,2004-05-18 20:32:46,2004-05-18
389,509,2004-05-18 20:34:53,2004-05-18
67,1039,2004-05-18 20:36:21,2004-05-18
1004,687,2004-05-18 20:36:34,2004-05-18
1103,939,2004-05-18 20:44:21,2004-05-18
617,728,2004-05-18 20:46:53,2004-05-18
830,389,2004-05-18 20:49:05,2004-05-18
617,681,2004-05-18 20:49:05,2004-05-18
617,966,2004-05-18 20:50:00,2004-05-18
252,1103,2004-05-18 20:50:09,2004-05-18
1103,252,2004-05-18 20:50:47,2004-05-18
252,1103,2004-05-18 20:51:19,2004-05-18
338,343,2004-05-18 20:54:18,2004-05-18
3,317,2004-05-18 20:57:13,2004-05-18
926,557,2004-05-18 20:57:53,2004-05-18
343,338,2004-05-18 20:59:02,2004-05-18
342,1039,2004-05-18 21:09:49,2004-05-18
105,654,2004-05-18 21:10:48,2004-05-18
105,314,2004-05-18 21:12:08,2004-05-18
105,332,2004-05-18 21:12:22,2004-05-18
834,1130,2004-05-18 21:12:55,2004-05-18
654,105,2004-05-18 21:13:25,2004-05-18
254,378,2004-05-18 21:14:15,2004-05-18
603,814,2004-05-18 21:15:30,2004-05-18
105,654,2004-05-18 21:16:10,2004-05-18
1047,545,2004-05-18 21:18:34,2004-05-18
1104,1021,2004-05-18 21:20:19,2004-05-18
105,343,2004-05-18 21:20:45,2004-05-18
105,1051,2004-05-18 21:23:23,2004-05-18
252,105,2004-05-18 21:26:31,2004-05-18
105,938,2004-05-18 21:26:32,2004-05-18
105,938,2004-05-18 21:26:59,2004-05-18
938,67,2004-05-18 21:27:27,2004-05-18
431,605,2004-05-18 21:39:53,2004-05-18
431,605,2004-05-18 21:43:11,2004-05-18
431,605,2004-05-18 21:45:16,2004-05-18
431,727,2004-05-18 21:45:58,2004-05-18
431,605,2004-05-18 21:49:07,2004-05-18
431,727,2004-05-18 21:49:19,2004-05-18
204,777,2004-05-18 21:49:33,2004-05-18
204,250,2004-05-18 21:49:44,2004-05-18
431,605,2004-05-18 21:52:49,2004-05-18
191,1049,2004-05-18 21:54:32,2004-05-18
1097,687,2004-05-18 21:57:33,2004-05-18
1097,440,2004-05-18 21:58:31,2004-05-18
840,176,2004-05-18 22:07:14,2004-05-18
840,309,2004-05-18 22:08:09,2004-05-18
621,924,2004-05-18 22:08:22,2004-05-18
687,1097,2004-05-18 22:12:07,2004-05-18
1049,191,2004-05-18 22:17:23,2004-05-18
1097,191,2004-05-18 22:24:17,2004-05-18
483,193,2004-05-18 22:26:19,2004-05-18
317,477,2004-05-18 22:27:21,2004-05-18
317,679,2004-05-18 22:28:47,2004-05-18
840,352,2004-05-18 22:29:46,2004-05-18
840,317,2004-05-18 22:30:10,2004-05-18
679,317,2004-05-18 22:31:21,2004-05-18
317,840,2004-05-18 22:31:41,2004-05-18
840,317,2004-05-18 22:32:22,2004-05-18
840,317,2004-05-18 22:32:50,2004-05-18
317,679,2004-05-18 22:33:28,2004-05-18
679,317,2004-05-18 22:35:04,2004-05-18
667,540,2004-05-18 22:35:23,2004-05-18
191,1097,2004-05-18 22:35:34,2004-05-18
317,679,2004-05-18 22:37:26,2004-05-18
1054,277,2004-05-18 22:40:12,2004-05-18
1054,212,2004-05-18 22:40:50,2004-05-18
1045,654,2004-05-18 22:43:56,2004-05-18
542,495,2004-05-18 22:48:46,2004-05-18
333,317,2004-05-18 22:51:39,2004-05-18
1165,841,2004-05-18 22:51:41,2004-05-18
317,333,2004-05-18 22:52:44,2004-05-18
555,1117,2004-05-18 22:54:22,2004-05-18
333,317,2004-05-18 22:54:48,2004-05-18
1120,408,2004-05-18 22:55:41,2004-05-18
408,590,2004-05-18 22:55:51,2004-05-18
853,881,2004-05-18 22:56:57,2004-05-18
514,840,2004-05-18 23:01:15,2004-05-18
9,598,2004-05-18 23:01:18,2004-05-18
536,532,2004-05-18 23:01:26,2004-05-18
605,734,2004-05-18 23:02:29,2004-05-18
67,1039,2004-05-18 23:02:56,2004-05-18
734,605,2004-05-18 23:03:11,2004-05-18
514,853,2004-05-18 23:03:12,2004-05-18
67,343,2004-05-18 23:03:18,2004-05-18
1070,598,2004-05-18 23:03:47,2004-05-18
658,193,2004-05-18 23:04:09,2004-05-18
605,734,2004-05-18 23:04:10,2004-05-18
734,605,2004-05-18 23:04:49,2004-05-18
67,1039,2004-05-18 23:05:03,2004-05-18
658,1110,2004-05-18 23:05:13,2004-05-18
840,514,2004-05-18 23:05:25,2004-05-18
605,734,2004-05-18 23:06:09,2004-05-18
830,840,2004-05-18 23:06:12,2004-05-18
555,1117,2004-05-18 23:06:45,2004-05-18
734,605,2004-05-18 23:06:54,2004-05-18
542,1070,2004-05-18 23:07:04,2004-05-18
67,1039,2004-05-18 23:07:25,2004-05-18
605,734,2004-05-18 23:07:36,2004-05-18
734,605,2004-05-18 23:07:57,2004-05-18
1039,67,2004-05-18 23:08:48,2004-05-18
605,734,2004-05-18 23:08:59,2004-05-18
734,1023,2004-05-18 23:09:00,2004-05-18
734,605,2004-05-18 23:09:19,2004-05-18
615,277,2004-05-18 23:10:26,2004-05-18
9,598,2004-05-18 23:11:02,2004-05-18
333,317,2004-05-18 23:11:30,2004-05-18
1032,840,2004-05-18 23:11:36,2004-05-18
306,408,2004-05-18 23:11:41,2004-05-18
1166,1034,2004-05-18 23:12:13,2004-05-18
277,615,2004-05-18 23:12:31,2004-05-18
734,605,2004-05-18 23:12:40,2004-05-18
605,734,2004-05-18 23:13:07,2004-05-18
840,1032,2004-05-18 23:13:26,2004-05-18
72,679,2004-05-18 23:13:36,2004-05-18
317,333,2004-05-18 23:13:44,2004-05-18
1032,840,2004-05-18 23:13:50,2004-05-18
615,277,2004-05-18 23:14:02,2004-05-18
840,1032,2004-05-18 23:14:16,2004-05-18
1032,840,2004-05-18 23:15:08,2004-05-18
1034,1166,2004-05-18 23:15:25,2004-05-18
840,1032,2004-05-18 23:15:46,2004-05-18
1032,840,2004-05-18 23:16:26,2004-05-18
532,536,2004-05-18 23:16:55,2004-05-18
840,1032,2004-05-18 23:17:18,2004-05-18
884,536,2004-05-18 23:17:33,2004-05-18
1032,840,2004-05-18 23:17:34,2004-05-18
1107,1012,2004-05-18 23:17:45,2004-05-18
536,884,2004-05-18 23:18:30,2004-05-18
536,532,2004-05-18 23:18:43,2004-05-18
254,1039,2004-05-18 23:18:45,2004-05-18
884,536,2004-05-18 23:19:04,2004-05-18
1060,199,2004-05-18 23:19:19,2004-05-18
840,1032,2004-05-18 23:19:33,2004-05-18
1032,840,2004-05-18 23:19:55,2004-05-18
254,654,2004-05-18 23:20:10,2004-05-18
884,495,2004-05-18 23:20:16,2004-05-18
536,884,2004-05-18 23:20:48,2004-05-18
309,840,2004-05-18 23:25:07,2004-05-18
189,712,2004-05-18 23:26:14,2004-05-18
333,317,2004-05-18 23:26:33,2004-05-18
884,536,2004-05-18 23:26:40,2004-05-18
317,333,2004-05-18 23:27:56,2004-05-18
333,317,2004-05-18 23:28:36,2004-05-18
536,884,2004-05-18 23:28:56,2004-05-18
884,536,2004-05-18 23:30:03,2004-05-18
333,317,2004-05-18 23:30:06,2004-05-18
342,1039,2004-05-18 23:30:09,2004-05-18
536,884,2004-05-18 23:31:02,2004-05-18
1039,254,2004-05-18 23:31:20,2004-05-18
609,971,2004-05-18 23:31:26,2004-05-18
884,536,2004-05-18 23:32:09,2004-05-18
817,346,2004-05-18 23:32:31,2004-05-18
536,884,2004-05-18 23:33:00,2004-05-18
884,536,2004-05-18 23:34:04,2004-05-18
254,1039,2004-05-18 23:34:50,2004-05-18
63,814,2004-05-18 23:34:58,2004-05-18
536,884,2004-05-18 23:35:22,2004-05-18
884,536,2004-05-18 23:36:18,2004-05-18
536,884,2004-05-18 23:38:35,2004-05-18
884,536,2004-05-18 23:40:18,2004-05-18
415,1121,2004-05-18 23:40:25,2004-05-18
415,997,2004-05-18 23:40:51,2004-05-18
36,189,2004-05-18 23:42:27,2004-05-18
405,250,2004-05-18 23:42:55,2004-05-18
536,884,2004-05-18 23:43:33,2004-05-18
405,950,2004-05-18 23:43:50,2004-05-18
495,546,2004-05-18 23:44:12,2004-05-18
405,777,2004-05-18 23:44:52,2004-05-18
1069,317,2004-05-18 23:45:23,2004-05-18
495,498,2004-05-18 23:45:30,2004-05-18
823,498,2004-05-18 23:45:59,2004-05-18
884,536,2004-05-18 23:46:02,2004-05-18
536,884,2004-05-18 23:46:47,2004-05-18
415,840,2004-05-18 23:47:45,2004-05-18
495,68,2004-05-18 23:47:54,2004-05-18
9,282,2004-05-18 23:48:00,2004-05-18
495,181,2004-05-18 23:49:04,2004-05-18
495,498,2004-05-18 23:49:11,2004-05-18
679,72,2004-05-18 23:49:19,2004-05-18
884,536,2004-05-18 23:49:49,2004-05-18
495,542,2004-05-18 23:51:48,2004-05-18
536,884,2004-05-18 23:53:35,2004-05-18
1034,311,2004-05-18 23:53:51,2004-05-18
498,495,2004-05-18 23:54:35,2004-05-18
495,884,2004-05-18 23:55:32,2004-05-18
495,498,2004-05-18 23:55:41,2004-05-18
495,815,2004-05-18 23:58:59,2004-05-18
586,495,2004-05-19 00:01:35,2004-05-19
498,495,2004-05-19 00:01:42,2004-05-19
654,254,2004-05-19 00:02:16,2004-05-19
498,831,2004-05-19 00:02:18,2004-05-19
654,1045,2004-05-19 00:02:58,2004-05-19
679,720,2004-05-19 00:03:00,2004-05-19
652,954,2004-05-19 00:03:53,2004-05-19
683,679,2004-05-19 00:03:54,2004-05-19
498,495,2004-05-19 00:04:05,2004-05-19
498,495,2004-05-19 00:04:20,2004-05-19
884,536,2004-05-19 00:07:44,2004-05-19
536,884,2004-05-19 00:08:29,2004-05-19
1032,783,2004-05-19 00:08:52,2004-05-19
814,603,2004-05-19 00:08:56,2004-05-19
679,683,2004-05-19 00:09:54,2004-05-19
884,495,2004-05-19 00:11:05,2004-05-19
884,536,2004-05-19 00:11:56,2004-05-19
840,415,2004-05-19 00:12:04,2004-05-19
652,753,2004-05-19 00:12:20,2004-05-19
302,155,2004-05-19 00:13:23,2004-05-19
654,302,2004-05-19 00:13:47,2004-05-19
323,1036,2004-05-19 00:15:22,2004-05-19
302,654,2004-05-19 00:15:41,2004-05-19
831,498,2004-05-19 00:15:49,2004-05-19
783,1032,2004-05-19 00:16:40,2004-05-19
536,884,2004-05-19 00:17:37,2004-05-19
389,830,2004-05-19 00:19:11,2004-05-19
884,536,2004-05-19 00:20:08,2004-05-19
536,884,2004-05-19 00:21:19,2004-05-19
884,536,2004-05-19 00:25:27,2004-05-19
536,884,2004-05-19 00:27:27,2004-05-19
884,536,2004-05-19 00:30:16,2004-05-19
725,840,2004-05-19 00:30:52,2004-05-19
536,884,2004-05-19 00:32:25,2004-05-19
884,840,2004-05-19 00:33:12,2004-05-19
884,536,2004-05-19 00:34:34,2004-05-19
337,352,2004-05-19 00:36:20,2004-05-19
498,831,2004-05-19 00:37:48,2004-05-19
1043,840,2004-05-19 00:38:13,2004-05-19
779,475,2004-05-19 00:38:54,2004-05-19
536,884,2004-05-19 00:39:09,2004-05-19
155,302,2004-05-19 00:39:10,2004-05-19
1021,939,2004-05-19 00:40:49,2004-05-19
302,155,2004-05-19 00:41:21,2004-05-19
1021,1104,2004-05-19 00:43:14,2004-05-19
323,966,2004-05-19 00:43:14,2004-05-19
884,536,2004-05-19 00:44:36,2004-05-19
42,353,2004-05-19 00:45:26,2004-05-19
105,758,2004-05-19 00:45:39,2004-05-19
155,302,2004-05-19 00:46:02,2004-05-19
536,884,2004-05-19 00:46:15,2004-05-19
884,536,2004-05-19 00:47:35,2004-05-19
302,155,2004-05-19 00:50:02,2004-05-19
1070,542,2004-05-19 00:50:04,2004-05-19
536,884,2004-05-19 00:50:34,2004-05-19
908,1004,2004-05-19 00:51:54,2004-05-19
12,415,2004-05-19 00:52:36,2004-05-19
884,536,2004-05-19 00:55:02,2004-05-19
704,1131,2004-05-19 00:55:09,2004-05-19
12,926,2004-05-19 00:56:02,2004-05-19
536,884,2004-05-19 00:58:56,2004-05-19
884,536,2004-05-19 01:00:58,2004-05-19
704,958,2004-05-19 01:00:59,2004-05-19
155,302,2004-05-19 01:01:13,2004-05-19
823,498,2004-05-19 01:02:13,2004-05-19
536,884,2004-05-19 01:02:16,2004-05-19
302,155,2004-05-19 01:02:50,2004-05-19
884,536,2004-05-19 01:03:55,2004-05-19
685,128,2004-05-19 01:07:29,2004-05-19
372,569,2004-05-19 01:07:40,2004-05-19
1097,191,2004-05-19 01:08:34,2004-05-19
536,884,2004-05-19 01:09:21,2004-05-19
992,545,2004-05-19 01:09:29,2004-05-19
448,831,2004-05-19 01:10:18,2004-05-19
546,495,2004-05-19 01:11:01,2004-05-19
448,454,2004-05-19 01:11:07,2004-05-19
712,189,2004-05-19 01:14:03,2004-05-19
884,536,2004-05-19 01:14:04,2004-05-19
454,448,2004-05-19 01:15:53,2004-05-19
542,1070,2004-05-19 01:18:05,2004-05-19
1113,495,2004-05-19 01:19:58,2004-05-19
555,1167,2004-05-19 01:20:41,2004-05-19
105,498,2004-05-19 01:26:33,2004-05-19
542,495,2004-05-19 01:27:59,2004-05-19
498,105,2004-05-19 01:28:30,2004-05-19
105,739,2004-05-19 01:28:50,2004-05-19
105,498,2004-05-19 01:31:42,2004-05-19
679,954,2004-05-19 01:31:58,2004-05-19
954,250,2004-05-19 01:32:25,2004-05-19
323,779,2004-05-19 01:33:11,2004-05-19
954,652,2004-05-19 01:33:22,2004-05-19
954,679,2004-05-19 01:33:51,2004-05-19
189,712,2004-05-19 01:34:06,2004-05-19
498,105,2004-05-19 01:34:24,2004-05-19
569,372,2004-05-19 01:35:11,2004-05-19
954,679,2004-05-19 01:35:53,2004-05-19
840,1043,2004-05-19 01:36:01,2004-05-19
105,498,2004-05-19 01:37:07,2004-05-19
105,704,2004-05-19 01:37:28,2004-05-19
498,105,2004-05-19 01:39:48,2004-05-19
598,1070,2004-05-19 01:41:00,2004-05-19
598,209,2004-05-19 01:41:08,2004-05-19
598,560,2004-05-19 01:41:22,2004-05-19
105,498,2004-05-19 01:42:19,2004-05-19
249,72,2004-05-19 01:43:01,2004-05-19
346,817,2004-05-19 01:43:07,2004-05-19
1168,520,2004-05-19 01:43:44,2004-05-19
9,598,2004-05-19 01:44:06,2004-05-19
72,249,2004-05-19 01:44:10,2004-05-19
308,333,2004-05-19 01:46:07,2004-05-19
72,1039,2004-05-19 01:46:17,2004-05-19
617,966,2004-05-19 01:47:28,2004-05-19
439,514,2004-05-19 01:48:21,2004-05-19
817,346,2004-05-19 01:49:32,2004-05-19
323,367,2004-05-19 01:51:10,2004-05-19
617,681,2004-05-19 01:51:12,2004-05-19
437,1033,2004-05-19 01:51:51,2004-05-19
103,1072,2004-05-19 01:52:09,2004-05-19
617,704,2004-05-19 01:53:25,2004-05-19
103,954,2004-05-19 01:54:21,2004-05-19
830,389,2004-05-19 01:55:05,2004-05-19
617,73,2004-05-19 01:56:12,2004-05-19
1113,437,2004-05-19 01:56:13,2004-05-19
333,308,2004-05-19 01:56:45,2004-05-19
547,1169,2004-05-19 01:57:04,2004-05-19
1169,547,2004-05-19 01:58:52,2004-05-19
1087,341,2004-05-19 02:00:03,2004-05-19
1136,739,2004-05-19 02:04:47,2004-05-19
1136,19,2004-05-19 02:05:20,2004-05-19
1136,586,2004-05-19 02:06:14,2004-05-19
323,367,2004-05-19 02:06:31,2004-05-19
1136,306,2004-05-19 02:07:20,2004-05-19
308,281,2004-05-19 02:07:33,2004-05-19
654,302,2004-05-19 02:07:43,2004-05-19
318,513,2004-05-19 02:12:46,2004-05-19
831,498,2004-05-19 02:13:16,2004-05-19
831,448,2004-05-19 02:13:36,2004-05-19
323,367,2004-05-19 02:16:37,2004-05-19
617,704,2004-05-19 02:18:24,2004-05-19
323,367,2004-05-19 02:19:11,2004-05-19
323,367,2004-05-19 02:20:28,2004-05-19
346,817,2004-05-19 02:21:07,2004-05-19
1097,1170,2004-05-19 02:21:46,2004-05-19
323,367,2004-05-19 02:26:10,2004-05-19
1004,908,2004-05-19 02:31:29,2004-05-19
323,367,2004-05-19 02:31:35,2004-05-19
367,323,2004-05-19 02:32:24,2004-05-19
1136,586,2004-05-19 02:33:00,2004-05-19
323,1036,2004-05-19 02:33:03,2004-05-19
536,532,2004-05-19 02:33:13,2004-05-19
1136,48,2004-05-19 02:33:26,2004-05-19
323,367,2004-05-19 02:34:26,2004-05-19
277,815,2004-05-19 02:34:58,2004-05-19
323,753,2004-05-19 02:35:07,2004-05-19
296,199,2004-05-19 02:36:51,2004-05-19
367,323,2004-05-19 02:37:24,2004-05-19
448,454,2004-05-19 02:37:26,2004-05-19
423,536,2004-05-19 02:38:04,2004-05-19
448,831,2004-05-19 02:38:11,2004-05-19
9,598,2004-05-19 02:38:27,2004-05-19
560,598,2004-05-19 02:38:37,2004-05-19
296,1083,2004-05-19 02:39:21,2004-05-19
378,498,2004-05-19 02:39:46,2004-05-19
323,367,2004-05-19 02:40:02,2004-05-19
367,323,2004-05-19 02:41:07,2004-05-19
323,367,2004-05-19 02:41:38,2004-05-19
378,254,2004-05-19 02:42:55,2004-05-19
617,704,2004-05-19 02:43:20,2004-05-19
367,323,2004-05-19 02:43:24,2004-05-19
323,367,2004-05-19 02:44:26,2004-05-19
367,323,2004-05-19 02:45:03,2004-05-19
323,367,2004-05-19 02:45:24,2004-05-19
367,323,2004-05-19 02:45:51,2004-05-19
97,726,2004-05-19 02:45:55,2004-05-19
323,367,2004-05-19 02:46:34,2004-05-19
176,840,2004-05-19 02:46:43,2004-05-19
367,323,2004-05-19 02:49:05,2004-05-19
323,367,2004-05-19 02:49:34,2004-05-19
367,323,2004-05-19 02:50:17,2004-05-19
323,367,2004-05-19 02:51:13,2004-05-19
73,617,2004-05-19 02:53:44,2004-05-19
598,560,2004-05-19 02:53:53,2004-05-19
199,296,2004-05-19 02:53:54,2004-05-19
704,617,2004-05-19 02:53:59,2004-05-19
143,201,2004-05-19 02:54:25,2004-05-19
367,323,2004-05-19 02:54:27,2004-05-19
199,1060,2004-05-19 02:54:48,2004-05-19
199,296,2004-05-19 02:54:57,2004-05-19
323,367,2004-05-19 02:55:36,2004-05-19
367,323,2004-05-19 02:57:04,2004-05-19
1132,725,2004-05-19 02:57:17,2004-05-19
323,367,2004-05-19 02:57:53,2004-05-19
101,198,2004-05-19 02:57:55,2004-05-19
204,777,2004-05-19 02:57:58,2004-05-19
1132,950,2004-05-19 03:03:56,2004-05-19
1083,296,2004-05-19 03:04:45,2004-05-19
367,323,2004-05-19 03:06:36,2004-05-19
481,586,2004-05-19 03:06:36,2004-05-19
323,367,2004-05-19 03:07:08,2004-05-19
367,323,2004-05-19 03:08:16,2004-05-19
1136,1132,2004-05-19 03:09:40,2004-05-19
586,481,2004-05-19 03:10:09,2004-05-19
481,586,2004-05-19 03:11:12,2004-05-19
997,415,2004-05-19 03:11:29,2004-05-19
440,1097,2004-05-19 03:12:01,2004-05-19
586,481,2004-05-19 03:12:13,2004-05-19
323,367,2004-05-19 03:13:26,2004-05-19
514,439,2004-05-19 03:13:35,2004-05-19
950,1132,2004-05-19 03:14:05,2004-05-19
323,1006,2004-05-19 03:14:12,2004-05-19
372,569,2004-05-19 03:14:27,2004-05-19
367,323,2004-05-19 03:14:34,2004-05-19
199,569,2004-05-19 03:14:35,2004-05-19
372,454,2004-05-19 03:14:41,2004-05-19
199,971,2004-05-19 03:15:02,2004-05-19
323,367,2004-05-19 03:15:32,2004-05-19
41,1163,2004-05-19 03:15:46,2004-05-19
367,323,2004-05-19 03:16:17,2004-05-19
323,367,2004-05-19 03:17:07,2004-05-19
367,323,2004-05-19 03:17:36,2004-05-19
323,367,2004-05-19 03:18:05,2004-05-19
372,753,2004-05-19 03:19:14,2004-05-19
1042,389,2004-05-19 03:19:21,2004-05-19
415,840,2004-05-19 03:19:29,2004-05-19
1136,29,2004-05-19 03:19:52,2004-05-19
1042,712,2004-05-19 03:19:54,2004-05-19
712,1042,2004-05-19 03:20:50,2004-05-19
199,840,2004-05-19 03:21:09,2004-05-19
372,1163,2004-05-19 03:21:29,2004-05-19
498,831,2004-05-19 03:23:24,2004-05-19
372,482,2004-05-19 03:23:26,2004-05-19
1042,712,2004-05-19 03:23:42,2004-05-19
498,378,2004-05-19 03:24:16,2004-05-19
323,367,2004-05-19 03:24:51,2004-05-19
712,1042,2004-05-19 03:25:02,2004-05-19
1042,318,2004-05-19 03:25:28,2004-05-19
617,73,2004-05-19 03:26:35,2004-05-19
586,616,2004-05-19 03:28:07,2004-05-19
263,449,2004-05-19 03:28:42,2004-05-19
1042,712,2004-05-19 03:30:36,2004-05-19
430,32,2004-05-19 03:32:23,2004-05-19
734,605,2004-05-19 03:32:26,2004-05-19
430,63,2004-05-19 03:32:41,2004-05-19
734,617,2004-05-19 03:33:19,2004-05-19
367,323,2004-05-19 03:33:26,2004-05-19
220,224,2004-05-19 03:33:41,2004-05-19
1070,598,2004-05-19 03:33:54,2004-05-19
617,734,2004-05-19 03:34:04,2004-05-19
323,753,2004-05-19 03:34:33,2004-05-19
734,617,2004-05-19 03:35:13,2004-05-19
